pdb_code,protein,family,species,preferred_chain,resolution,publication_date,type,state,distance,publication,ligands,signalling_protein
7MTQ,grm2_human,004_002_002_002,Homo sapiens,B,3.65,2021-07-07,Electron microscopy,Inactive,6.63,https://dx.doi.org/10.1038/S41586-021-03680-3,"[{'name': '2-[(1s,2s)-2-Carboxycyclopropyl]-3-(9h-Xanthen-9-Yl)-D-Alanine', 'type': 'small molecule', 'function': 'Antagonist'}]",
5VAI,g1sgd4_rabit,002_001_003_003,Oryctolagus cuniculus,R,4.1,2017-05-24,Electron microscopy,Active,6.89,https://dx.doi.org/10.1038/NATURE22394,"[{'name': 'GLP-1', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
5YHL,pe2r4_human,001_004_008_006,Homo sapiens,A,4.2,2018-12-05,X-ray diffraction,Inactive,-0.94,https://dx.doi.org/10.1038/S41589-018-0131-3,"[{'name': 'ONO-AE3-208-Br', 'type': 'small molecule', 'function': 'Antagonist'}]",
7JJO,adrb1_melga,001_001_003_007,Meleagris gallopavo,R,2.6,2020-09-02,Electron microscopy,Active,10.05,https://dx.doi.org/10.1016/J.MOLCEL.2020.08.001,"[{'name': 'Isoprenaline', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_bovin', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_bovin', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
5G53,aa2ar_human,001_006_001_002,Homo sapiens,A,3.4,2016-08-03,X-ray diffraction,Active,9.79,https://dx.doi.org/10.1038/NATURE18966,"[{'name': 'NECA', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'C'}}}"
6UVA,calrl_human,002_001_001_005,Homo sapiens,R,2.3,2020-04-01,Electron microscopy,Active,6.36,https://dx.doi.org/10.1021/ACSPTSCI.9B00080,"[{'name': 'Adrenomedullin-2', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
5X93,ednrb_human,001_002_007_002,Homo sapiens,A,2.2,2017-08-16,X-ray diffraction,Inactive,-0.68,https://dx.doi.org/10.1038/NSMB.3450,"[{'name': 'K-8794', 'type': 'small molecule', 'function': 'Antagonist'}]",
6K1Q,ednrb_human,001_002_007_002,Homo sapiens,A,2.7,2019-07-17,X-ray diffraction,Inactive,-1.99,https://dx.doi.org/10.1038/S42003-019-0482-7,"[{'name': 'IRL2500', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
6FK9,opsd_bovin,001_009_001_001,Bos taurus,A,2.63,2018-04-04,X-ray diffraction,Active,7.83,https://dx.doi.org/10.1073/PNAS.1718084115,"[{'name': ""(2~{S})-3-methyl-2-phenyl-1-spiro[1,3-benzodioxole-2,4'-piperidine]-1'-yl-butan-1-one"", 'type': 'small molecule', 'function': 'Agonist'}]",
6A94,5ht2a_human,001_001_001_006,Homo sapiens,A,2.9,2019-02-13,X-ray diffraction,Inactive,-0.82,https://dx.doi.org/10.1038/S41594-018-0180-Z,"[{'name': 'Zotepine', 'type': 'small molecule', 'function': 'Antagonist'}]",
5JTB,aa2ar_human,001_006_001_002,Homo sapiens,A,2.8,2017-05-31,X-ray diffraction,Inactive,-0.46,https://dx.doi.org/10.1126/SCIADV.1602952,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
4ZJC,ox1r_human,001_002_023_001,Homo sapiens,A,2.83,2016-03-09,X-ray diffraction,Inactive,-0.54,https://dx.doi.org/10.1038/NSMB.3183,"[{'name': 'SB-674042', 'type': 'small molecule', 'function': 'Antagonist'}]",
5OLH,aa2ar_human,001_006_001_002,Homo sapiens,A,2.6,2018-01-17,X-ray diffraction,Inactive,-0.7,https://dx.doi.org/10.1038/S41598-017-18570-W,"[{'name': 'Vipadenant', 'type': 'small molecule', 'function': 'Antagonist'}]",
5NM4,aa2ar_human,001_006_001_002,Homo sapiens,A,1.7,2017-09-27,X-ray diffraction,Inactive,-0.8,https://dx.doi.org/10.1038/S41467-017-00630-4,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
6N48,adrb2_human,001_001_003_008,Homo sapiens,A,3.2,2019-06-26,X-ray diffraction,Active,9.49,https://dx.doi.org/10.1126/SCIENCE.AAW8981,"[{'name': '2-[[(3R)-4-(4-Tert-butylphenyl)-3-[[2-(4-methoxyphenyl)sulfanyl-5-[methyl(propan-2-yl)sulfamoyl]benzoyl]amino]butanoyl]amino]acetic acid', 'type': 'small molecule', 'function': 'PAM'}, {'name': 'BI-167107', 'type': 'small molecule', 'function': 'Agonist'}]",
6D27,pd2r2_human,001_004_008_002,Homo sapiens,A,2.74,2018-10-03,X-ray diffraction,Inactive,-1.73,https://dx.doi.org/10.1016/J.MOLCEL.2018.08.009,"[{'name': 'CAY10471', 'type': 'small molecule', 'function': 'Antagonist'}]",
3ZPQ,adrb1_melga,001_001_003_007,Meleagris gallopavo,B,2.8,2013-04-03,X-ray diffraction,Inactive,-1.18,https://dx.doi.org/10.1021/JM400140Q,"[{'name': '4-(1-Piperazinyl)-1H-indole', 'type': 'small molecule', 'function': 'Antagonist'}]",
6H7N,adrb1_melga,001_001_003_007,Meleagris gallopavo,A,2.5,2018-10-17,X-ray diffraction,Active,9.29,https://dx.doi.org/10.1101/436212,"[{'name': 'Xamoterol', 'type': 'small molecule', 'function': 'Agonist'}]",
6PS4,adrb2_human,001_001_003_008,Homo sapiens,A,2.6,2019-11-13,X-ray diffraction,Inactive,-1.16,https://dx.doi.org/10.1107/S2052252519013137,"[{'name': 'ICI-118551', 'type': 'small molecule', 'function': 'Antagonist'}]",
6AKY,ccr5_human,001_003_002_005,Homo sapiens,A,2.8,2018-10-24,X-ray diffraction,Inactive,0.4,https://dx.doi.org/10.1021/ACS.JMEDCHEM.8B01077,"[{'name': '4,4-difluoro-N-[(1S)-3-{(3-exo)-3-[3-methyl-5-(propan-2-yl)-4H-1,2,4-triazol-4-yl]-8-azabicyclo[3.2.1]octan-8-yl}-1-(thiophen-3-yl)propyl]cyclohexane-1-carboxamide', 'type': 'small molecule', 'function': 'Antagonist'}]",
6J20,nk1r_human,001_002_029_001,Homo sapiens,A,2.7,2019-03-06,X-ray diffraction,Inactive,0.21,https://dx.doi.org/10.1038/S41467-019-08568-5,"[{'name': 'Aprepitant', 'type': 'small molecule', 'function': 'Antagonist'}]",
6WIV,gabr2_human,004_002_001_003,Homo sapiens,B,3.3,2020-07-01,Electron microscopy,Inactive,2.7,https://dx.doi.org/10.1038/S41586-020-2452-0,"[{'name': '[(2R)-3-[(Z)-icos-11-enoyl]oxy-2-[(Z)-octadec-9-enoyl]oxypropyl] 2-(trimethylazaniumyl)ethylphosphate', 'type': 'small molecule', 'function': 'NAM'}, {'name': '(2R)-3-{[(S)-(2-aminoethoxy)(hydroxy)phosphoryl]oxy}-2-{[(9Z)-octadec-9-enoyl]oxy}propyl(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate', 'type': 'small molecule', 'function': 'NAM'}]",
4ZJ8,ox1r_human,001_002_023_001,Homo sapiens,A,2.75,2016-03-09,X-ray diffraction,Inactive,-0.47,https://dx.doi.org/10.1038/NSMB.3183,"[{'name': 'Suvorexant', 'type': 'small molecule', 'function': 'Antagonist'}]",
7BW0,gpbar_human,001_007_001_001,Homo sapiens,R,3.9,2020-09-02,Electron microscopy,Active,10.23,https://dx.doi.org/10.1038/S41392-020-00262-Z,[],"{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
5OLG,aa2ar_human,001_006_001_002,Homo sapiens,A,1.87,2018-01-17,X-ray diffraction,Inactive,-0.73,https://dx.doi.org/10.1038/S41598-017-18570-W,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
7EZK,cckar_human,001_002_005_001,Homo sapiens,D,3.1,2021-08-25,Electron microscopy,Active,7.6,,"[{'name': 'Cholecystokinin-8', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6LPB,pacr_human,002_001_005_001,Homo sapiens,R,3.9,2020-03-11,Electron microscopy,Active,7.19,https://dx.doi.org/10.1038/S41594-020-0386-8,"[{'name': 'PACAP', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
4QKX,adrb2_human,001_001_003_008,Homo sapiens,A,3.3,2014-07-23,X-ray diffraction,Active,9.44,https://dx.doi.org/10.1073/PNAS.1410415111,"[{'name': 'Q27453560', 'type': 'small molecule', 'function': 'Agonist'}]",
7F1R,ccr5_human,001_003_002_005,Homo sapiens,R,3.0,2021-07-14,Electron microscopy,Active,10.12,https://dx.doi.org/10.1038/S41467-021-24438-5,"[{'name': 'CCL5', 'type': 'protein', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6GDG,aa2ar_human,001_006_001_002,Homo sapiens,A,4.11,2018-05-16,Electron microscopy,Active,10.41,https://dx.doi.org/10.7554/ELIFE.35946,"[{'name': 'NECA', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'D'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6DRZ,5ht2b_human,001_001_001_007,Homo sapiens,A,3.1,2018-08-29,X-ray diffraction,Intermediate,4.19,https://dx.doi.org/10.1038/S41594-018-0116-7,"[{'name': 'Methysergide', 'type': 'small molecule', 'function': 'Antagonist'}]",
7M3J,casr_human,004_001_001_001,Homo sapiens,A,4.1,2021-06-30,Electron microscopy,Inactive,11.1,https://dx.doi.org/10.1038/S41586-021-03691-0,"[{'name': 'NPS-2143', 'type': 'small molecule', 'function': 'NAM'}]",
7CMV,drd3_human,001_001_004_003,Homo sapiens,R,2.7,2021-03-10,Electron microscopy,Active,8.03,https://dx.doi.org/10.1016/J.MOLCEL.2021.01.003,"[{'name': '(4Ar,10bR)-rel-4-Propyl-2,3,4,4a,5,10b-hexahydrochromeno[4,3-b][1,4]oxazin-9-ol', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6KPG,cnr1_human,001_004_005_001,Homo sapiens,R,3.0,2020-02-12,Electron microscopy,Active,7.89,https://dx.doi.org/10.1016/J.CELL.2020.01.008,"[{'name': '(6Ar,9R,10aR)-9-(hydroxymethyl)-3-(8-isothiocyanato-2-methyloctan-2-yl)-6,6-dimethyl-6a,7,8,9,10,10a-hexahydrobenzo[c]chromen-1-ol', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
7JV5,drd1_human,001_001_004_001,Homo sapiens,R,3.0,2021-02-24,Electron microscopy,Active,9.28,https://dx.doi.org/10.1016/J.CELL.2021.01.027,"[{'name': '743408-71-1', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7CKW,drd1_human,001_001_004_001,Homo sapiens,R,3.22,2021-03-03,Electron microscopy,Active,8.75,https://dx.doi.org/10.1016/J.CELL.2021.01.028,"[{'name': 'Fenoldopam', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6E3Y,calrl_human,002_001_001_005,Homo sapiens,R,3.3,2018-09-19,Electron microscopy,Active,6.86,https://dx.doi.org/10.1038/S41586-018-0535-Y,"[{'name': 'Calcitonin gene-related peptide 1', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6XOX,glp1r_human,002_001_003_003,Homo sapiens,R,3.1,2020-11-18,Electron microscopy,Active,6.77,https://dx.doi.org/10.1073/PNAS.2014879117,"[{'name': '3-[(1S,2S)-1-(5-[(4S)-2,2-dimethyloxan-4-yl]-2-{(4S)-2-(4-fluoro-3,5-dimethylphenyl)-3-[3-(4-fluoro-1-methyl-1H-indazol-5-yl)-2-oxo-2,3-dihydro-1H-imidazol-1-yl]-4-methyl-2,4,6,7-tetrahydro-5H-pyrazolo[4,3-c]pyridine-5-carbonyl}-1H-indol-1-yl)-2-methylcyclopropyl]-1,2,4-oxadiazol-5(4H)-one', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7L0Q,ntr1_rat,001_002_021_001,Rattus norvegicus,C,4.3,2021-01-06,Electron microscopy,Active,3.35,,"[{'name': 'neurotensin', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg1_human', 'chain': 'G'}}}"
6LI3,gpr52_human,001_011_001_025,Homo sapiens,R,3.32,2020-02-26,Electron microscopy,Active,3.86,https://dx.doi.org/10.1038/S41586-020-2019-0,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6WQA,aa2ar_human,001_006_001_002,Homo sapiens,A,2.0,2020-11-18,X-ray diffraction,Inactive,-0.55,https://dx.doi.org/10.1107/S2052252520012701,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
7BZ2,adrb2_human,001_001_003_008,Homo sapiens,R,3.82,2020-08-05,Electron microscopy,Active,9.05,https://dx.doi.org/10.1038/S41421-020-0176-9,"[{'name': 'Formoterol', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_bovin', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
6DDE,oprm_mouse,001_002_022_003,Mus musculus,R,3.5,2018-06-13,Electron microscopy,Active,7.19,https://dx.doi.org/10.1038/S41586-018-0219-7,"[{'name': 'DAMGO', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6ME3,mtr1a_human,001_005_001_001,Homo sapiens,A,2.9,2019-04-24,X-ray diffraction,Inactive,-0.66,https://dx.doi.org/10.1038/S41586-019-1141-3,"[{'name': '2-phenylmelatonin', 'type': 'small molecule', 'function': 'Agonist'}]",
5UIG,aa2ar_human,001_006_001_002,Homo sapiens,A,3.5,2017-02-08,X-ray diffraction,Inactive,1.11,https://dx.doi.org/10.1073/PNAS.1621423114,"[{'name': '5-Amino-N-[(2-Methoxyphenyl)methyl]-2-(3-Methylphenyl)-2h-1,2,3-Triazole-4-Carboximidamide', 'type': 'small molecule', 'function': 'Antagonist'}]",
6TKO,adrb1_melga,001_001_003_007,Meleagris gallopavo,A,3.3,2020-06-17,Electron microscopy,Active,7.19,https://dx.doi.org/10.1038/S41586-020-2419-1,"[{'name': 'Formoterol', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'Arrestin', 'data': {'entity1': {'entry_name': 'arrb1_human', 'chain': 'B'}}}"
6TPG,ox2r_human,001_002_023_002,Homo sapiens,A,2.74,2020-01-01,X-ray diffraction,Inactive,-0.84,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'EMPA', 'type': 'small molecule', 'function': 'Antagonist'}]",
5UNG,agtr2_human,001_002_001_002,Homo sapiens,B,2.8,2017-04-05,X-ray diffraction,Active,8.46,https://dx.doi.org/10.1038/NATURE22035,"[{'name': 'N-Benzyl-N-[2-ethyl-4-oxo-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]quinazolin-6-yl]thiophene-2-carboxamide', 'type': 'small molecule', 'function': 'Antagonist'}]",
5NX2,glp1r_human,002_001_003_003,Homo sapiens,A,3.7,2017-06-14,X-ray diffraction,Intermediate,4.86,https://dx.doi.org/10.1038/NATURE22800,"[{'name': 'Truncated protein agonist', 'type': 'peptide', 'function': 'Agonist'}]",
6TOD,ox1r_human,001_002_023_001,Homo sapiens,A,2.11,2020-01-01,X-ray diffraction,Inactive,-0.86,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'EMPA', 'type': 'small molecule', 'function': 'Antagonist'}]",
6IIU,ta2r_human,001_004_008_009,Homo sapiens,A,2.5,2018-12-19,X-ray diffraction,Intermediate,1.01,https://dx.doi.org/10.1038/S41589-018-0170-9,"[{'name': 'Ramatroban', 'type': 'small molecule', 'function': 'Antagonist'}]",
6VMS,drd2_human,001_001_004_002,Homo sapiens,R,3.8,2020-06-17,Electron microscopy,Active,6.81,https://dx.doi.org/10.1038/S41586-020-2379-5,"[{'name': 'Bromocriptine', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
7CFM,gpbar_human,001_007_001_001,Homo sapiens,R,3.0,2020-09-09,Electron microscopy,Active,9.85,https://dx.doi.org/10.1038/S41586-020-2569-1,"[{'name': 'P395', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6TOT,ox1r_human,001_002_023_001,Homo sapiens,B,2.22,2020-01-15,X-ray diffraction,Inactive,-0.88,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'Lemborexant', 'type': 'small molecule', 'function': 'Antagonist'}]",
5N2S,aa1r_human,001_006_001_001,Homo sapiens,A,3.3,2017-07-26,X-ray diffraction,Inactive,-0.47,https://dx.doi.org/10.1016/J.STR.2017.06.012,"[{'name': 'PSB36', 'type': 'small molecule', 'function': 'Agonist'}]",
5K2A,aa2ar_human,001_006_001_002,Homo sapiens,A,2.5,2016-09-21,X-ray diffraction,Inactive,-0.71,https://dx.doi.org/10.1126/SCIADV.1600292,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
4PY0,p2y12_human,001_006_002_006,Homo sapiens,A,3.1,2014-04-30,X-ray diffraction,Intermediate,3.81,https://dx.doi.org/10.1038/NATURE13288,"[{'name': '5310983', 'type': 'small molecule', 'function': 'Agonist (partial)'}]",
6E67,adrb2_human,001_001_003_008,Homo sapiens,B,3.7,2019-06-05,X-ray diffraction,Active,9.88,https://dx.doi.org/10.1016/J.CELL.2019.04.021,"[{'name': 'BI-167107', 'type': 'small molecule', 'function': 'Agonist'}]",
5UNF,agtr2_human,001_002_001_002,Homo sapiens,A,2.8,2017-04-05,X-ray diffraction,Active,8.94,https://dx.doi.org/10.1038/NATURE22035,"[{'name': 'N-Benzyl-N-[2-ethyl-4-oxo-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]quinazolin-6-yl]thiophene-2-carboxamide', 'type': 'small molecule', 'function': 'Antagonist'}]",
6LW5,fpr2_human,001_002_008_002,Homo sapiens,A,2.8,2020-03-25,X-ray diffraction,Active,9.33,https://dx.doi.org/10.1038/S41467-020-15009-1,"[{'name': 'WKYMVm', 'type': 'peptide', 'function': 'Agonist'}]",
5DSG,acm4_human,001_001_002_004,Homo sapiens,B,2.6,2016-03-16,X-ray diffraction,Inactive,0.28,https://dx.doi.org/10.1038/NATURE17188,"[{'name': 'Tiotropium', 'type': 'small molecule', 'function': 'Antagonist'}]",
5OM1,aa2ar_human,001_006_001_002,Homo sapiens,A,2.1,2018-01-17,X-ray diffraction,Inactive,-0.69,https://dx.doi.org/10.1038/S41598-017-18570-W,"[{'name': '4-(3-amino-5-phenyl-1,2,4-triazin-6-yl)-2-chlorophenol', 'type': 'small molecule', 'function': 'Antagonist'}]",
4XNV,p2ry1_human,001_006_002_001,Homo sapiens,A,2.2,2015-04-01,X-ray diffraction,Intermediate,5.58,https://dx.doi.org/10.1038/NATURE14287,"[{'name': 'BPTU', 'type': 'small molecule', 'function': 'NAM'}]",
6MH8,aa2ar_human,001_006_001_002,Homo sapiens,A,4.2,2019-04-24,X-ray diffraction,Inactive,-1.23,https://dx.doi.org/10.1107/S205225251900263X,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
6KUY,ada2a_human,001_001_003_004,Homo sapiens,A,3.2,2019-12-04,X-ray diffraction,Inactive,-0.25,,"[{'name': '(2~{S})-4-fluoranyl-2-(1~{H}-imidazol-5-yl)-1-propan-2-yl-2,3-dihydroindole', 'type': 'small molecule', 'function': 'Agonist (partial)'}]",
5IUA,aa2ar_human,001_006_001_002,Homo sapiens,A,2.2,2016-06-29,X-ray diffraction,Inactive,-0.68,https://dx.doi.org/10.1021/ACS.JMEDCHEM.6B00653,"[{'name': '2-(Furan-2-yl)-5-N-[3-(4-phenylpiperazin-1-yl)propyl]-1H-[1,2,4]triazolo[1,5-a][1,3,5]triazin-8-ium-5,7-diamine', 'type': 'small molecule', 'function': 'Antagonist'}]",
4DJH,oprk_human,001_002_022_002,Homo sapiens,A,2.9,2012-03-21,X-ray diffraction,Inactive,-1.29,https://dx.doi.org/10.1038/NATURE10939,"[{'name': 'JDTic', 'type': 'small molecule', 'function': 'Antagonist'}]",
6LI2,gpr52_human,001_011_001_025,Homo sapiens,A,2.8,2020-02-26,X-ray diffraction,Intermediate,-0.16,https://dx.doi.org/10.1038/S41586-020-2019-0,[],
4BV0,ntr1_rat,001_002_021_001,Rattus norvegicus,A,3.1,2014-01-29,X-ray diffraction,Inactive,0.95,https://dx.doi.org/10.1073/PNAS.1317903111,"[{'name': 'neurotensin', 'type': 'peptide', 'function': 'Agonist'}]",
4DAJ,acm3_rat,001_001_002_003,Rattus norvegicus,A,3.4,2012-02-22,X-ray diffraction,Inactive,0.22,https://dx.doi.org/10.1038/NATURE10867,"[{'name': 'Tiotropium', 'type': 'small molecule', 'function': 'Antagonist'}]",
3PWH,aa2ar_human,001_006_001_002,Homo sapiens,A,3.3,2011-09-07,X-ray diffraction,Inactive,-0.67,https://dx.doi.org/10.1016/J.STR.2011.06.014,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
5CXV,acm1_human,001_001_002_001,Homo sapiens,A,2.7,2016-03-09,X-ray diffraction,Inactive,0.64,https://dx.doi.org/10.1038/NATURE17188,"[{'name': 'Tiotropium', 'type': 'small molecule', 'function': 'Antagonist'}]",
7C61,5ht1b_human,001_001_001_002,Homo sapiens,A,3.0,2020-07-29,X-ray diffraction,Inactive,4.63,https://dx.doi.org/10.1038/S41598-020-68355-X,"[{'name': 'Ergotamine', 'type': 'small molecule', 'function': 'Antagonist'}]",
6DDF,oprm_mouse,001_002_022_003,Mus musculus,R,3.5,2018-06-13,Electron microscopy,Active,7.85,https://dx.doi.org/10.1038/S41586-018-0219-7,"[{'name': 'DAMGO', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6MEO,ccr5_human,001_003_002_005,Homo sapiens,B,3.9,2018-12-12,Electron microscopy,Inactive,0.7,https://dx.doi.org/10.1038/S41586-018-0804-9,"[{'name': 'Envelope glycoprotein gp160', 'type': 'protein', 'function': 'Antagonist'}]",
7F1T,ccr5_human,001_003_002_005,Homo sapiens,A,2.6,2021-07-14,X-ray diffraction,Inactive,0.4,https://dx.doi.org/10.1038/S41467-021-24438-5,"[{'name': 'CCL3', 'type': 'protein', 'function': 'Agonist'}]",
7C4S,s1pr3_human,001_004_004_003,Homo sapiens,A,3.2,2021-06-09,X-ray diffraction,Active,6.03,https://dx.doi.org/10.1126/SCIADV.ABF5325,"[{'name': 'sphingosine 1-phosphate', 'type': 'small molecule', 'function': 'Agonist'}]",
7F1Q,ccr5_human,001_003_002_005,Homo sapiens,R,2.9,2021-07-14,Electron microscopy,Active,10.28,https://dx.doi.org/10.1038/S41467-021-24438-5,"[{'name': 'CCL3', 'type': 'protein', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
3V2W,s1pr1_human,001_004_004_001,Homo sapiens,A,3.35,2012-02-15,X-ray diffraction,Inactive,-1.48,https://dx.doi.org/10.1126/SCIENCE.1215904,"[{'name': '(R)-3-Amino-4-(3-hexylphenylamino)-4-oxobutylphosphonic acid', 'type': 'small molecule', 'function': 'Antagonist'}]",
4RWS,cxcr4_human,001_003_002_014,Homo sapiens,A,3.1,2015-02-11,X-ray diffraction,Inactive,-0.91,https://dx.doi.org/10.1126/SCIENCE.1261064,"[{'name': 'vMIP-II', 'type': 'protein', 'function': 'Antagonist'}]",
